code,name,description,refreshed_at,from_date,to_date
AGZ2017,"Silver 1000 Futures, December 2017, AGZ2017, MCX","Historical MCX Futures Prices: Silver 1000 Futures, December 2017, AGZ2017, Multi Commodity Exchange India. Trading Unit: 1 KG. Quotation: 1 KG. Tick size: Re. 1 per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",24-01-2018 20:18,02-01-2017,01-01-2018
ALF2014,"Aluminium Futures, January 2014, ALF2014, MCX","Historical MCX Futures Prices: Aluminium Futures, January 2014, ALF2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2014 16:49,03-12-2013,31-01-2014
ALF2015,"Aluminium Futures, January 2015, ALF2015, MCX","Historical MCX Futures Prices: Aluminium Futures, January 2015, ALF2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-01-2015 11:11,21-11-2014,30-01-2015
ALF2016,"Aluminium Futures, January 2016, ALF2016, MCX","Historical MCX Futures Prices: Aluminium Futures, January 2016, ALF2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-02-2016 11:02,29-09-2015,29-01-2016
ALF2017,"Aluminium Futures, January 2017, ALF2017, MCX","Historical MCX Futures Prices: Aluminium Futures, January 2017, ALF2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-02-2017 13:17,02-09-2016,02-02-2017
ALF2018,"Aluminium Futures, January 2018, ALF2018, MCX","Historical MCX Futures Prices: Aluminium Futures, January 2018, ALF2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2018 23:03,04-09-2017,31-01-2018
ALF2019,"Aluminium Futures, January 2019, ALF2019, MCX","Historical MCX Futures Prices: Aluminium Futures, January 2019, ALF2019, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,04-09-2018,19-11-2018
ALG2014,"Aluminium Futures, February 2014, ALG2014, MCX","Historical MCX Futures Prices: Aluminium Futures, February 2014, ALG2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2014 17:20,03-12-2013,28-02-2014
ALG2015,"Aluminium Futures, February 2015, ALG2015, MCX","Historical MCX Futures Prices: Aluminium Futures, February 2015, ALG2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",27-02-2015 11:11,02-12-2014,27-02-2015
ALG2016,"Aluminium Futures, February 2016, ALG2016, MCX","Historical MCX Futures Prices: Aluminium Futures, February 2016, ALG2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2016 11:02,01-10-2015,29-02-2016
ALG2017,"Aluminium Futures, February 2017, ALG2017, MCX","Historical MCX Futures Prices: Aluminium Futures, February 2017, ALG2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,03-10-2016,01-03-2017
ALG2018,"Aluminium Futures, February 2018, ALG2018, MCX","Historical MCX Futures Prices: Aluminium Futures, February 2018, ALG2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2018 23:01,03-10-2017,28-02-2018
ALG2019,"Aluminium Futures, February 2019, ALG2019, MCX","Historical MCX Futures Prices: Aluminium Futures, February 2019, ALG2019, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,03-10-2018,19-11-2018
ALH2014,"Aluminium Futures, March 2014, ALH2014, MCX","Historical MCX Futures Prices: Aluminium Futures, March 2014, ALH2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2014 17:25,16-12-2013,31-03-2014
ALH2015,"Aluminium Futures, March 2015, ALH2015, MCX","Historical MCX Futures Prices: Aluminium Futures, March 2015, ALH2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2015 11:03,28-11-2014,31-03-2015
ALH2016,"Aluminium Futures, March 2016, ALH2016, MCX","Historical MCX Futures Prices: Aluminium Futures, March 2016, ALH2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-04-2016 11:02,02-11-2015,31-03-2016
ALH2017,"Aluminium Futures, March 2017, ALH2017, MCX","Historical MCX Futures Prices: Aluminium Futures, March 2017, ALH2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2017 23:02,01-11-2016,31-03-2017
ALH2018,"Aluminium Futures, March 2018, ALH2018, MCX","Historical MCX Futures Prices: Aluminium Futures, March 2018, ALH2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-03-2018 23:02,01-11-2017,28-03-2018
ALH2019,"Aluminium Futures, March 2019, ALH2019, MCX","Historical MCX Futures Prices: Aluminium Futures, March 2019, ALH2019, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,01-11-2018,19-11-2018
ALJ2014,"Aluminium Futures, April 2014, ALJ2014, MCX","Historical MCX Futures Prices: Aluminium Futures, April 2014, ALJ2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG.      Open, High, Low and Close prices are in Indian Rupees. Volume and Prev. Day Open Interest are in Lots.",30-04-2014 16:25,28-01-2014,30-04-2014
ALJ2015,"Aluminium Futures, April 2015, ALJ2015, MCX","Historical MCX Futures Prices: Aluminium Futures, April 2015, ALJ2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-04-2015 11:03,13-01-2015,30-04-2015
ALJ2016,"Aluminium Futures, April 2016, ALJ2016, MCX","Historical MCX Futures Prices: Aluminium Futures, April 2016, ALJ2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-05-2016 11:03,01-12-2015,29-04-2016
ALJ2017,"Aluminium Futures, April 2017, ALJ2017, MCX","Historical MCX Futures Prices: Aluminium Futures, April 2017, ALJ2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-04-2017 23:02,23-11-2016,28-04-2017
ALJ2018,"Aluminium Futures, April 2018, ALJ2018, MCX","Historical MCX Futures Prices: Aluminium Futures, April 2018, ALJ2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-04-2018 23:01,01-12-2017,30-04-2018
ALK2015,"Aluminium Futures, May 2015, ALK2015, MCX","Historical MCX Futures Prices: Aluminium Futures, May 2015, ALK2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-05-2015 21:02,11-03-2015,29-05-2015
ALK2016,"Aluminium Futures, May 2016, ALK2016, MCX","Historical MCX Futures Prices: Aluminium Futures, May 2016, ALK2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-05-2016 22:01,01-01-2016,31-05-2016
ALK2017,"Aluminium Futures, May 2017, ALK2017, MCX","Historical MCX Futures Prices: Aluminium Futures, May 2017, ALK2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-06-2017 23:01,02-01-2017,01-06-2017
ALK2018,"Aluminium Futures, May 2018, ALK2018, MCX","Historical MCX Futures Prices: Aluminium Futures, May 2018, ALK2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-05-2018 23:00,01-01-2018,31-05-2018
ALM2014,"Aluminium Futures, June 2014, ALM2014, MCX","Historical MCX Futures Prices: Aluminium Futures, June 2014, ALM2014, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2014 15:54,13-03-2014,30-06-2014
ALM2015,"Aluminium Futures, June 2015, ALM2015, MCX","Historical MCX Futures Prices: Aluminium Futures, June 2015, ALM2015, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2015 11:02,23-04-2015,30-06-2015
ALM2016,"Aluminium Futures, June 2016, ALM2016, MCX","Historical MCX Futures Prices: Aluminium Futures, June 2016, ALM2016, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-07-2016 22:02,01-02-2016,01-07-2016
ALM2017,"Aluminium Futures, June 2017, ALM2017, MCX","Historical MCX Futures Prices: Aluminium Futures, June 2017, ALM2017, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-06-2017 23:02,02-02-2017,30-06-2017
ALM2018,"Aluminium Futures, June 2018, ALM2018, MCX","Historical MCX Futures Prices: Aluminium Futures, June 2018, ALM2018, Multi Commodity Exchange India. Trading Unit: 5 Tons. Quotation: 1 KG. Tick size: 5 paise per KG. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",29-06-2018 23:06,01-02-2018,29-06-2018
ALMF2014,"Aluminium Mini Futures, January 2014, ALMF2014, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, January 2014, ALMF2014, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2014 16:50,03-12-2013,31-01-2014
ALMF2015,"Aluminium Mini Futures, January 2015, ALMF2015, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, January 2015, ALMF2015, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",30-01-2015 11:11,07-10-2014,30-01-2015
ALMF2016,"Aluminium Mini Futures, January 2016, ALMF2016, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, January 2016, ALMF2016, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-02-2016 11:02,03-09-2015,29-01-2016
ALMF2017,"Aluminium Mini Futures, January 2017, ALMF2017, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, January 2017, ALMF2017, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",02-02-2017 13:17,02-09-2016,02-02-2017
ALMF2018,"Aluminium Mini Futures, January 2018, ALMF2018, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, January 2018, ALMF2018, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-01-2018 23:03,04-09-2017,31-01-2018
ALMF2019,"Aluminium Mini Futures, January 2019, ALMF2019, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, January 2019, ALMF2019, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,04-09-2018,19-11-2018
ALMG2014,"Aluminium Mini Futures, February 2014, ALMG2014, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, February 2014, ALMG2014, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",12-02-2014 16:36,03-12-2013,12-02-2014
ALMG2015,"Aluminium Mini Futures, February 2015, ALMG2015, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, February 2015, ALMG2015, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",27-02-2015 11:11,17-10-2014,27-02-2015
ALMG2016,"Aluminium Mini Futures, February 2016, ALMG2016, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, February 2016, ALMG2016, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2016 11:02,01-10-2015,29-02-2016
ALMG2017,"Aluminium Mini Futures, February 2017, ALMG2017, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, February 2017, ALMG2017, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-03-2017 22:01,03-10-2016,01-03-2017
ALMG2018,"Aluminium Mini Futures, February 2018, ALMG2018, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, February 2018, ALMG2018, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",28-02-2018 23:01,03-10-2017,28-02-2018
ALMG2019,"Aluminium Mini Futures, February 2019, ALMG2019, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, February 2019, ALMG2019, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",19-11-2018 23:08,03-10-2018,19-11-2018
ALMH2014,"Aluminium Mini Futures, March 2014, ALMH2014, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, March 2014, ALMH2014, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise.      Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2014 17:25,16-12-2013,31-03-2014
ALMH2015,"Aluminium Mini Futures, March 2015, ALMH2015, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, March 2015, ALMH2015, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2015 11:03,13-11-2014,31-03-2015
ALMH2016,"Aluminium Mini Futures, March 2016, ALMH2016, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, March 2016, ALMH2016, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",01-04-2016 11:02,02-11-2015,31-03-2016
ALMH2017,"Aluminium Mini Futures, March 2017, ALMH2017, MCX","Historical MCX Futures Prices: Aluminium Mini Futures, March 2017, ALMH2017, Multi Commodity Exchange India. Trading Unit: 1 MT. Quotation: Rs. per KG. Tick size: 5 paise. Open, High, Low and Close prices are in Indian Rupees. Volume and Open Interest are in Lots.",31-03-2017 23:02,01-11-2016,31-03-2017
